title,video_id,description
AWS re:Invent 2024 - Right-sizing your application services: Rethinking microservices (ARC324),ZOQwxxgvKJs,"The mental model for microservices has some builders putting excess emphasis on the count of services they have in their system. In this session, learn to better weigh the size, scope, and count of services, and factor in the realities of real-world environments, striking a balance between service consumption profiles/roles and service size, deployment, and operational complexity. Getting this right can simplify implementation, deployment, and operations for a system. It allows teams to use real data to drive their service decomposition and let services earn their way out based on observed bottlenecks and scaling needs."
AWS re:Invent 2024 - Innovations in AWS analytics: Zero-ETL and data integrations (ANT348),lYE8CLF63no,"Join this session to learn how AWS analytics services can help you achieve your data integration goals with exceptional price performance. Explore new capabilities, like zero-ETL integrations, that allow your users to access all their data; easily prepare it for analytics, machine learning, and generative AI workloads; build and maintain scalable and resilient data pipelines; and enhance decision-making quality."
AWS re:Invent 2024 - Supercharge your apps with embedded Amazon QuickSight and Amazon Q (BSI201),U0J7XX6yAW8,"This session explores how you can enhance your applications with embedded analytics from Amazon QuickSight and the Generative BI capabilities of Amazon Q. Learn best practices for integrating interactive visualizations, natural language queries, and data Q&A without managing infrastructure. Hear how Docebo uses embedded analytics to serve more than 4,000 customers worldwide. Discover how Southeast Asia's leading e-commerce enabler, aCommerce, empowers clients with immediate insights into competitive analysis for over 250,000 brands by harnessing the power of Amazon Q embedded in their ecommerce Market Insights platform, AskIQ."
AWS re:Invent 2024 - GitLab Duo with Amazon Q: AI-driven DevSecOps for your SDLC (DOP204),_tKK5lAufCo,"In this session, learn how the Amazon Q Developer differentiating agent capabilities for Gitlab Duo transform the developer experience by speeding up a range of tasks that support you as you research how to get started, evaluate system design, build secure and scalable applications, upgrade existing applications, and optimize application performance. Learn firsthand how capabilities for building, testing, reviewing, and transforming applications faster and more easily frees up teams to focus on experimentation and innovation."
AWS re:Invent 2024 - Anatomy of an AWS Region (ARC204),PAr1DY82ymE,"Want to learn about how AWS continually expands its global infrastructure? Come learn about how AWS builds new Regions! AWS continuously expands its global infrastructure, and in this session, you'll review the architecture of AWS Regions and how the process has evolved. Learn about the convergence of software and hardware in AWS infrastructure, as well as the lessons learned from the engineering team responsible for building EC2 in new AWS Regions. This session is intended for builders interested in learning about architecting for resiliency at scale and centralizing large engineering activities to deliver at scale."
AWS re:Invent 2024 - Build large-scale transactional data lakes with open table formats (ANT336),sEFrUIiQ5II,"Transform your data landscape by building large-scale transactional data lakes using open table formats (OTFs) with AWS analytics services. The rise of generative AI and ML demands robust and scalable data infrastructure, and OTFs offer a cutting-edge solution for modern data architectures. Learn best practices for operating tables at scale, focusing on high performance, cost optimization, and operational excellence. This session also covers streaming data challenges, showcasing how OTFs enable seamless schema evolution and strong reliability for streaming workloads."
"AWS re:Invent 2024 - Enhance performance with observability, security, and log analytics (ANT341)",l5SdPKqOLHU,"In today’s data-driven world, effective monitoring and log analytics are crucial for ensuring reliability, improving performance, and resolving issues efficiently. Join this session to discover how Amazon OpenSearch Service enhances reliability with advanced observability capabilities, including distributed tracing, real-time metrics collection, and customizable dashboards. Learn how to use OpenSearch Service security features such as fine-grained access control, encryption, and audit logging to protect your data and ensure compliance. Gain practical insights into optimizing performance, securing your data infrastructure, and efficiently managing your OpenSearch Service cluster to ensure your applications run smoothly and efficiently."
AWS re:Invent 2024 - Chegg maximizes uptime and fuels innovation with AWS and New Relic (COP333),XdZHa4KcanI,"In today's digital world, businesses must release new features rapidly to stay competitive. For companies like Chegg, which serves millions with online education, any downtime can lead to lost customers and revenue. In this lightning talk, Steve Evans, Chegg's SVP of Engineering Services, and Nada Da Veiga, GVP of Customer Adoption at New Relic, share the significance of observability in managing cloud environments. They discuss Chegg's use of New Relic's intelligent observability platform for instant visibility across their AWS environment to manage performance and drive data-informed decisions. Gain practical tips to boost uptime, enhance developer productivity, and maintain a competitive edge with New Relic. This presentation is brought to you by New Relic, an AWS Partner."
AWS re:Invent 2024 - Redis and Asurion: How to build for fast customer support using RAG (DAT203),hGG2iSgKOaA,"Fast gen AI applications require fast data. And fast data requires a stack that’s purpose-built for speed. Join experts from Redis and Asurion as they break down how they improved customer service for 300 million users with a gen AI architecture combining RAG, semantic routing, and caching—making responses 50% faster, gaining four times more engagement, and increasing revenue. This presentation is brought to you by Redis, an AWS Partner."
"AWS re:Invent 2024-Next-generation Amazon SageMaker: The center for data, analytics & AI(ANT206-NEW)",5ZN-90fi3II,"The rapid rise of generative AI is transforming how businesses approach data and analytics, blending traditional workflows and converging analytics and AI use cases. In this session, explore the next generation of Amazon SageMaker: a unified platform that brings together data, analytics, and AI. Discover how SageMaker streamlines your ability to build and innovate with data, and hear an introduction to the core capabilities. Walk through an in-depth demo of the new SageMaker Unified Studio (preview) and hear how it meets the needs of Olympics.com for the 2028 Los Angeles Olympic Games."
AWS re:Invent 2024 - Bloomberg: Lessons learned from building and training LLMs on AWS (FSI320),kf4gkXXZs2Q,"Secure and efficient model training is essential to any organization looking to build generative AI capabilities that deliver return on investment. Bloomberg, a leader in AI/ML in financial services, shares lessons learned from building and training large language models—and, subsequently, small language models—on AWS. Find out how Bloomberg navigated challenges across the model development process, including managing massive data volumes across a large network of GPU nodes, and see how automating and templating infrastructure, data storage, and transit pathways help keep data safe and secure while rendering the training process less error-prone, helping teams quickly launch model training projects."
AWS re:Invent 2024 - Optimize multi-tenant serverless architectures for agility and scale (SVS322),iUAPybpJ2ek,"In this session, explore key best practices for building multi-tenant solutions using AWS serverless services. Dive deep into leveraging AWS Lambda, AWS Step Functions, Amazon SQS, Amazon SNS, and Amazon EventBridge to achieve data isolation while scaling with performance efficiency. Learn how a serverless-first approach enables faster time-to-market for multi-tenant architectures. Leave with practical insights into designing and implementing serverless multi-tenant solutions that ensure proper data separation and meet scalability and performance requirements."
AWS re:Invent 2024 - Train large models on Amazon SageMaker for scale and performance (AIM308),cryA1LFwS98,"Amazon SageMaker offers the highest-performing ML infrastructure and a resilient training environment to help you train foundation models (FMs) for months without disruption. Top AI companies, from enterprises to startups, build cutting-edge models with billions of parameters on SageMaker. Discover how you can save up to 40% in training time and costs with state-of-the-art training capabilities such as Amazon SageMaker HyperPod, training jobs, and optimized distributed training frameworks. Join this session to learn how to run large-scale, cost-effective model training on SageMaker to accelerate generative AI development."
AWS re:Invent 2024 - Accelerate innovation with generative AI and no-code machine learning (AIM227),3m5SuekEgHw,"Learn how to empower anyone in your organization to unlock valuable insights from your data with Amazon SageMaker Canvas. With SageMaker Canvas, you can create highly accurate machine learning models for regression, classification, and time-series forecasting and fine-tune select foundation models—all without writing code or needing machine learning experience. In this session, explore how to scale ML operations through API-driven automation. Also discover how Gosoft used SageMaker Canvas AutoML time-series capabilities to automate demand forecasting for thousands of products across 15,000 7-Eleven stores in Thailand."
"AWS re:Invent 2024 - Learn to create a robust, easy-to-scale architecture with cells (ARC335)",OkT12t-fvRE,"Join this session to understand strategies to enhance system availability and maximize the resource efficiency of your workloads. Learn from Slack, a communications platform delivering billions of messages every week, how they use AWS to optimize their cloud infrastructure to be resilient to fault boundaries. Gain insights into how cellular architecture on AWS was leveraged to mitigate risks in the face of potential Availability Zone and regional disruptions at scale."
AWS re:Invent 2024 - Innovations in AWS analytics: Data warehousing and SQL analytics (ANT349),olt9xLuTxEc,"Join this session to learn about the newest innovations in data warehousing and SQL analytics with AWS analytics services. Amazon Redshift is the AI-powered, cloud-based data warehousing solution used by tens of thousands of AWS customers to modernize data analytics workloads and generate business insights with the best price performance. Learn more about the latest capabilities launched for Amazon Redshift to further drive quick decision-making with lower costs for your organization."
AWS re:Invent 2024 - How Cambia supercharged their Amazon EKS based platform (ARC212),C3kz9zXvTcw,"Containers are the standard for packaging and deploying modern, cloud-native applications, and a rich ecosystem has grown around them. Community projects like Kubernetes, Argo CD, and others empower organizations to operate more scalable, reliable systems. As a technology leader in the healthcare industry, Cambia Health Solutions has used containers for a long time, but they recently migrated from Amazon ECS to Amazon EKS in order to take advantage of the expansive Kubernetes ecosystem. Learn more about their migration and the tools they’ve used to increase their development velocity, improve reliability, and harness more power from their AWS compute resources. This presentation is brought to you by Datadog, an AWS Partner."
AWS re:Invent 2024 - Driving cloud innovation in a regulated financial services environment (MAM226),Gy4Wd9Nucas,"Staying resilient and efficient while navigating an ever-changing regulatory landscape can complicate cloud migration efforts for financial services organizations. Join this session for an in-depth exploration of cloud transformation through the lens of a leading German financial credit scoring service provider. Discover how the service provider integrated Dynatrace to enhance cloud performance, security, observability, and compliance. Learn how to ensure data integrity and privacy while driving innovation and operational excellence throughout your cloud transformation journey. This presentation is brought to you by Dynatrace, an AWS Partner."
AWS re:Invent 2024 - Secure your AI application ecosystem from development to runtime (SEC328),dfgrV7rJpeU,"As AI applications introduce new components like models, plugins, and datasets, each element presents unique risks. Discover how Palo Alto Networks and Precision AI can help you manage risks throughout the AI lifecycle and also detect and prevent polymorphic threats. Explore Palo Alto Networks’ Secure AI by Design offerings: AI Security Posture Management and AI Runtime Security. These solutions protect your entire AI stack—covering data, supply chain, applications, and runtime—ensuring your AI/ML environments are secure, compliant, and resilient. This presentation is brought to you by Palo Alto Networks, an AWS Partner."
AWS re:Invent 2024 - Security strategies in the ever-evolving media industry (SPT208),kuGnBCq3f0k,"The panel brings together cybersecurity leaders from the Amazon, Draft Kings, and the NHL to discuss the evolving media landscape and their key concerns. The speakers share challenges like cyberattacks on live sports and protecting intellectual property in entertainment. The discussion highlights the importance of cross-industry collaboration, innovative security strategies, and the need for proactive measures to safeguard against emerging threats. The panel also covers the impact of generative AI on security programs, addressing risks such as deepfakes and the need to maintain content integrity and user experience."
AWS re:Invent 2024 - Maximize the value of cold data with Amazon S3 Glacier storage classes (STG207),jWq75MUlWSo,"The majority of the world’s data is cold, but with advanced analytics and increased demand for machine learning, it could be put to work at any time. In this session, learn how to use Amazon S3 Glacier storage classes to modernize your data archive and store long-term data without worrying about expensive tape drives or off-premises archival data. Discover options for ingesting and restoring your data at petabyte scale while taking into consideration cost and retrieval performance."
AWS re:Invent 2024 - AWS storage best practices for cost optimization (STG210),Nu-beEngBB4,"Whether you’re migrating from on premises to AWS or are already in the cloud, AWS offers storage solutions and features that help optimize your costs and reduce TCO—all while providing performance that boosts productivity and accelerates business growth. The AWS storage portfolio makes it easy and cost-effective for you to launch, run, and scale storage in the cloud, allowing you to dedicate more of your time to serving customers and innovating on their behalf. In this session, learn best practices you can put to use today to optimize your storage costs and extract the maximum value from your data."
AWS re:Invent 2024 - Enabling the future: Nuclear fusion on Elastic Fabric Adapter (SUS203),K35BiAh12Ws,"Fusion energy is a potential source of clean energy that could contribute to the global transition to a net-zero economy. It has been a topic of research for the last 50+ years, and now cloud technologies are helping to accelerate its pace of development. In this session, hear from AWS energy experts on the role of cloud technologies in fusion. Also learn how Realta Fusion has leveraged Amazon EC2 HPC instances and Elastic Fabric Adapter to demonstrate, for the first time, that plasma physics stability simulations are possible using the highest-fidelity plasma models available."
AWS re:Invent 2024 - Introduction to AWS and SAP Joint Reference Architecture for gen AI (PEX215),P3qVcdZX1Ko,"This lightning talk shares guidance for customers to leverage both AWS and SAP generative AI services in order to build the next generation of intelligent SAP applications for manufacturing, supply chain, and automotive industries. Learn how SAP is building with Amazon Bedrock and how customers are leveraging Amazon Bedrock from within SAP AI Core. Gain insights to build your intelligent SAP application with AWS services. This talk is intended for AWS Partners."
AWS re:Invent 2024 - Scale co-sell across regions with AWS and partner industry solutions (PEX220),34vdTWA1PeU,"AWS is empowering its partners to co-sell and globally scale industry-specific solutions. However, this requires addressing diverse regional practices, ecosystems, and requirements. This lightning talk shares how the AWS automotive and manufacturing team scaled the Industrial Data Fabric solution across India, Japan, and Latin America. It covers the common obstacles AWS Partners face when globalizing solutions, as well as the repeatable ""flywheel"" framework the team developed to enable successful co-selling motions. This talk is intended for AWS Partners."
AWS re:Invent 2024 - Manage complex migration and modernization projects with Miro (COP103),GGYDYz2oF2g,"In this lightning talk, explore the challenges organizations face when running migrations and modernizations, and learn how Miro and AWS are collaborating to accelerate these projects. See how Miro has built custom AWS solutions to help teams manage complexity, standardize processes, and accelerate project delivery. With AI-powered AWS templates, advanced diagramming with an AWS integration, and a cost calculator, Miro streamlines project management, accelerates timelines, and helps teams achieve their goals. This presentation is brought to you by Miro, an AWS Partner."
AWS re:Invent 2024 - The future of FinOps is CloudOps (COP205),xYI-TLXWGa4,"CloudOps teams are routinely challenged to drive innovation with the same amount of or fewer people. They need to provision accounts, implement a governance strategy, and now, with the rise of FinOps, better manage both AI and cloud spend. The future of FinOps will focus on less reactive optimization and more proactive guardrails to avoid future waste and govern AI innovation. CloudOps teams will own FinOps efforts alongside other responsibilities. Without the right resources, organizations could face cost overruns, overprivileged access, and time-intensive tasks. In this lightning talk, learn how to empower your CloudOps teams to do more with a governance-by-default approach. This presentation is brought to you by Kion, an AWS Partner."
AWS re:Invent 2024 - Unified identity: An ecosystem-driven approach to security and IT (HYB102),36CaxPJVHj8,"As enterprises struggle to manage complexity in their application stacks, IT and security teams need to minimize security risks and operational costs—all while helping their organizations benefit from the best tools. This session examines how enterprise needs are evolving and how Okta empowers its application integration ecosystem to meet these needs. Explore how Okta’s unified identity platform is raising the security bar across the IT ecosystem and helping SaaS application builders deliver differentiated security capabilities to their customers. Additionally, hear about Slack’s journey with Okta and the ways in which Slack’s customers benefit from identity security capabilities like single sign-on, lifecycle management, and universal logout. This presentation is brought to you by Okta, an AWS Partner."
AWS re:Invent 2024 - Accelerating healthcare & life sciences innovation with generative AI (HLS201),0EG0PYuxGAg,"Healthcare and life sciences are harnessing the power of generative AI to unlock new possibilities for drug discovery, clinical trials, and patient care. In this talk, explore how leading healthcare and life sciences organizations are successfully integrating generative AI throughout their organizations to deliver real business value. Explore how these organizations are building enterprise-wide data strategies and data systems to break down internal data silos and fuel their data and generative AI initiatives. Gain insights and best practices for successfully operationalizing and scaling generative AI from pilot projects to production deployments across the health continuum."
AWS re:Invent 2024 - Indexless observability: How to decrease your observability costs (MAM206),qbXOBPVfYPw,"While the cost of observability is often discussed, the main driver of cost—indexing—is rarely explored. In this session, explore the role of indexing in observability and learn how far you can go by being a little more savvy about how you process your data. This presentation is brought to you by Coralogix, an AWS Partner."
"AWS re:Invent 2024 - Accelerate your ""Road to 3X"" with Fujitsu’s AI-driven modernization  (MAM115)",ZLjLazDU2AE,"Fujitsu champions modernization as the catalyst for driving digital transformation (DX), sustainable transformation (SX), and green transformation (GX). In this session, discover how Fujitsu Uvance can help you achieve your 3X goals. Learn how to leverage Fujitsu's deep IT expertise and consultative approach, AWS Blu Age, and cloud technology to modernize mainframe, UNIX, midrange, and Windows systems so you can unlock data-driven insights, ensure business resilience, and build an agile foundation for future growth. Explore modernization best practices, including proven methodologies for migrating and modernizing legacy systems. Also learn how Fujitsu is using AI and data-driven insights in the modernization process. This presentation is brought to you by Fujitsu, an AWS Partner."
AWS re:Invent 2024 - Modernizing digital operations for efficiency and resilience (MAM106),EqGw1eaZ_80,"High customer expectations and increasingly distributed systems mean that disruptions to digital services can have catastrophic effects on revenue, brand reputation, and costs. In this panel discussion, hear from top enterprise leaders about how they’re partnering with PagerDuty to modernize digital operations to mitigate business risk while unlocking efficiencies and accelerating productivity. Learn how teams are automating issue resolution with minimal human interruption—improving system resilience and team capacity while reducing the strain of operational complexity. Get insights on how AI and automation are deflecting unnecessary work from teams so they can focus on delivering business value. This presentation is brought to you by PagerDuty, an AWS Partner."
"AWS re:Invent 2024 - Transforming customer service with data, AI, and Amazon Connect (AIM118)",k0PhEOuYV_Y,"Join this session with PwC and industry executives to discover how transformational strategies using generative AI and conversational AI are revolutionizing customer service. Learn how leading CIOs have transformed their approach from multichannel to omnichannel contact center solutions using Amazon Connect, Amazon Lex, and Amazon Bedrock. Discover ways to enhance customer experience through real-time data, predictive analytics, and a unified customer data platform. See the impact of using generative AI and conversational AI to increase containment, reduce transfers, and personalize interactions. Don’t miss this chance to explore the future of customer service on AWS with PwC. This presentation is brought to you by PwC, an AWS Partner."
AWS re:Invent 2024 - Breaking the code: Women redefining the future with AWS (IDE109),nSf8koKX38Q,"This session brings together trailblazing women leaders who are breaking barriers through their transformative contributions. Showcasing how they created pathways for future generations of diverse talent in the field, speakers empower attendees with strategies to remove barriers, foster the next generation of tech talent, and drive meaningful change toward a more equitable future in tech. This session is a part of the Women of the Cloud program, where AWS brings together women and allies across the tech sector to hear from leaders who are delivering business outcomes powered by inclusion."
AWS re:Invent 2024 - How Star Wars: Hunters got to the next level with Amazon GameLift (GAM308),LMoHFlZeQes,"Like playing multiplayer arena battle games in a galaxy far, far away? Discover how Zynga utilized Amazon GameLift to support a worldwide game launch of the studio’s first real-time arena-based title. Built on Unreal Engine, Star Wars: Hunters launched worldwide on June 4, 2024 in 14 AWS Regions. Dive into multiplayer game challenges, including development pipelines and infrastructure management. See an example of how to leverage Amazon GameLift for global presence, auto scaling, and matchmaking while minimizing costs and maximizing developer and QA productivity."
AWS re:Invent 2024 - Scaling on AWS for the first 10 million users (ARC201),AzUG7GOfh7w,"In this session, learn about patterns and techniques for architecting to handle rapid growth and success of your business’s infrastructure on AWS. Learn how to think about when to scale up versus when to scale out, where caching can help you best, and common points on the journey where breaking up your application into new services makes sense. From utilizing already highly scalable AWS services to architecting distributed system patterns, there are a number of choices you can make early on to help you overcome some common infrastructure challenges later. Come learn how to be ready to overcome the infrastructure challenges that can come with success."
AWS re:Invent 2024 - AWS databases: The foundation for data-driven and generative AI apps (DAT201),MSB_mHUJUaA,"Join G2 Krishnamoorthy, VP of AWS Databases, and Jeff Carter, VP at AWS, as they share our data vision and innovation agenda to help customers modernize their applications to enable generative AI–enabled experiences for innovative user experiences. Learn how AWS databases are making it easier to integrate and manage your data, build highly available and resilient applications for your most mission-critical workloads, and seamlessly take advantage of generative AI advancements. Hear from Eric Peters of NFL Media, Dr. Céline Laurent-Winter of BMW, and Sanjay Nair of United Airlines about the solutions they built using AWS databases as their foundation."
AWS re:Invent 2024 - Improving finance analyst efficiency with AI-driven resolutions (AIM107),fVD9bJauYSM,"Finance analysts can now find accurate answers to tax legislation and governance queries much faster using a gen AI–based virtual assistant. In this session, learn how this has sped up resolution by 10 to 20 times on average and could save thousands of dollars per year with the gained operational efficiency and value-added analysis from the tool. Also learn how this enhances the quality of the responses and adherence to compliance in the process. This presentation is brought to you by Cognizant, an AWS Partner."
AWS re:Invent 2024 - Better together: Protecting data through culture and technology (SEC302),1vqaZBgPOiE,"AWS uses a combination of culture and technologies to share ownership and build security into every layer of the stack, then externalizes lessons learned through the managed services AWS provides to you. This session examines the full range of data protection capabilities available with AWS and how best practices and culture can complement them to improve security outcomes. Dive deep into a defense in depth perspective, which details how organizations can protect their data and bolster their security culture by consistently building security into every layer."
AWS re:Invent 2024 - Armed Forces unite: Connecting data across domains (WPS212),GLITiw4ni_s,"There is no doubt that making quick decisions brings a critical advantage to the US Armed Forces. But doing that securely and safely is a challenge our Department of Defense has set out to solve. Join this session, with leadership from each branch of the Armed Forces, to discuss data-driven strategies to make information accessible, anywhere and anytime, to drive decision-making. Hear how investments in advanced technologies are improving speed, quality, and accuracy, and how receiving the right data at the right time is a vital component to empowering service members."
AWS re:Invent 2024-Generative AI: Transforming LATAM Airlines' call center CX from POC to MVP-NTA202,DYfT9XDUUQk,"LATAM Airlines transformed their call center using generative AI via Amazon Bedrock, moving from reactive to proactive customer service. This session explores their journey from proof of concept to MVP, highlighting improved intent categorization for automated handling or agent escalation. Key insights include AI training requirements, architectures, and achieving 85% response accuracy. Learn about integrating Genesys Cloud with AWS services and LATAM’s progression from handling 70,000 calls in the Peruvian market POC to an anticipated 1.5 million monthly calls with their MVP solution. Discover how generative AI is revolutionizing call center operations and enhancing customer experience."
AWS re:Invent 2024 - Use generative AI to optimize cloud operations for Microsoft workloads (XNT312),FXul8gfj1Qk,"In this session, learn how to use Amazon Q, Amazon Bedrock, and natural language queries to more effectively manage your Windows-based infrastructure at scale. Watch demos on how to build simple and effective solutions for log management, configuration drift, automation scripts, and much more. With generative AI, make these once-daunting operational responsibilities more accessible, time-saving, and achievable."
AWS re:Invent 2024 - Unleashing generative AI: Amazon’s journey with Amazon Q Developer (DOP214),XYpkuxprJcw,"Join us to discover how Amazon rolled out Amazon Q Developer to thousands of developers, trained them in prompt engineering, and measured its transformative impact on productivity. In this session, learn best practices for effectively adopting generative AI in your organization. Gain insights into training strategies, productivity metrics, and real-world use cases to empower your developers to harness the full potential of this game-changing technology. Don’t miss this opportunity to stay ahead of the curve and drive innovation within your team."
AWS re:Invent 2024 - Get started with Amazon Aurora DSQL (DAT424),9wx5qNUJdCE,"Amazon Aurora DSQL is a new relational database that combines the best of serverless experience, Amazon Aurora performance, and Amazon DynamoDB scale. Aurora DSQL's distributed architecture is designed to make it effortless for organizations of any size to manage distributed workloads with strong consistency. In this session, Marc Brooker, AWS VP and Distinguished Engineer, guides you through the fundamentals of Aurora DSQL. Learn how Aurora DSQL can work within your architecture, understand key considerations and tradeoffs, explore what an application architecture could look like, and more."
AWS re:Invent 2024 - Amazon Linux AL2023 and beyond (CMP206),VbQj8DpWUGc,"This session provides an in-depth overview of new features in Amazon Linux such as graphical desktop and EKS. See an overview of the Amazon Linux package support strategy, lifecycle, and ongoing maintenance of Amazon Linux as customers migrate to the new version and learn what to expect going forward."
AWS re:Invent 2024 - Migrating to Amazon Bedrock and accelerating gen AI app development (AIM203),1ygxKw1xUf8,"Hear from two AWS customers as they discuss their journey migrating to Amazon Bedrock and finding success in developing generative AI applications on AWS. Leaders from Forcura, a healthcare workflow management company headquartered in Jacksonville, Florida, share how they facilitate continuity of care and improve business performance for providers using automated workflows, collaboration, and analytics SaaS solutions. Additionally, leaders from Cencosud S.A., the largest retail company in Chile and second-largest in LATAM, discuss how they created an assistant to support their grocery customers' digital shopping journeys."
AWS re:Invent 2024 - Achieving learning excellence for the AWS tech stack (TNC225),3rSfCGeVBXM,"Join this lightning talk to hear Udemy Business share actionable insights that can help your organization excel in the AWS tech stack. As IT and L&D leaders navigate rapid technological change and tighter resources, the need for a strategic approach to upskilling has never been greater. Discover a powerful blueprint for linking your learning strategy with business objectives, leveraging advanced technologies, and fostering a culture of continuous improvement. Over 16,000 customers around the world trust Udemy to help grow their talent, boost productivity, and keep their tech skills sharp. Don’t miss this opportunity to stay ahead. This presentation is brought to you by Udemy Business, an AWS Partner."
AWS re:Invent 2024 - No-compromise security on AWS with HAProxy’s app delivery platform (SEC102),Naz0guWgY2M,"Security is usually a trade-off between performance, accuracy, and simplicity. But who wants to compromise when dealing with bots and threat actors? Join this lightning talk to learn how HAProxy Technologies provides next-generation protection for AWS applications. Explore their platform’s multilayered security capabilities including application DoS mitigation, bot management, API and AI gateways, and WAF. Learn about the speed and accuracy of HAProxy’s platform, including its more than 98.5% WAF-balanced accuracy with ultra-low latency—all done at the proxy layer. Finally, learn about HAProxy’s simple integration with AWS, including central management, Kubernetes service discovery, AMI deployment, and Auto Scaling groups. This presentation is brought to you by HAProxy Technologies, an AWS Partner."
AWS re:Invent 2024 - Cloud transformation: Merck’s proven modernization factory model (MAM234),DuvoojR_i0k,"As organizations devise their cloud transformation programs and overcome challenges, the right setup of the execution model is critical to establish success and scale. Merck’s modernization factory model has been delivering value at an accelerated pace, making the program consistently achieve milestones for each tranche of the journey. In this lightning talk, hear Merck’s proven methodology and framework for a mod factory setup for an enterprise-wide cloud transformation. Through the journey, adoption practices and maturity parameters were brought in to get modern and stay modern. This presentation is brought to you by HCLTech, an AWS Partner."
AWS re:Invent 2024 - Reimagining product culture: Scaling and migration on AWS with Smarsh (KUB203),6jcNY-rYrbY,"Smarsh, a leader in communications intelligence, transformed its platform product culture while migrating to Amazon EKS. This lightning talk explores Smarsh’s approach to scaling and resilience by migrating from VMware Tanzu to Amazon EKS, enhancing observability, ensuring consistent deployments, and implementing self-healing services. Learn how the formation of product-focused teams within the platform engineering framework fostered a culture of customer-centricity, ownership, and continuous innovation, ensuring Smarsh continues to meet evolving customer needs. This presentation is brought to you by Smarsh, an AWS Partner."
AWS re:Invent 2024 - Solving hybrid cloud challenges with Hitachi Vantara SDS Cloud Block (HYB203),_hE74Gq8Moc,"Hitachi Vantara’s Software-Defined Storage Cloud Block on AWS provides scalable, enterprise-grade software-defined storage that integrates seamlessly with AWS cloud infrastructure (Amazon EC2 and Amazon EBS). Businesses often face challenges such as data silos, high operational costs, and inefficient data management in hybrid environments. The combination of AWS and Hitachi Vantara addresses these issues by offering flexible block storage, advanced data protection, and centralized data management. This collaboration helps customers streamline workloads, reduce operational costs, and ensure reliable, secure data management while also benefiting from AWS's global reach and scalability to drive business growth and innovation. This presentation is brought to you by Hitachi, an AWS Partner."
AWS re:Invent 2024 - Learn how Ingram Micro can accelerate your AWS Marketplace business  (COP101),WGtX1VF7abs,"As the AWS 2023 Global Distributor Partner of the Year, Ingram Micro delivers exceptional global reach and a vast partner ecosystem providing an unparalleled customer experience through technical assessments, architecture and design consultation, proof of concept, migration strategy, professional services, security and optimization services, billing and cost efficiency, customer insights, and renewal management. Learn how Ingram Micro’s Xvantage digital experience platform can scale your AWS business to grow faster and be more profitable with AWS Marketplace private offers. This presentation is brought to you by Ingram Micro, an AWS Partner."
AWS re:Invent 2024 - Simplify gen AI by optimizing RAG deployments on AWS with Intel & OPEA (AIM232),RAXSHyzV8d4,"Gen AI faces adoption hurdles due to technical complexity, costs, and AI talent shortages. The Open Platform for Enterprise AI (OPEA), launched by the Linux Foundation AI & Data, addresses these issues by simplifying gen AI integration. OPEA combines proprietary data with open source models and tools, featuring customizable solutions. Intel and OPEA ecosystem partners use the Retrieval Augmented Generation (RAG) pipeline to democratize AI. Learn to quickly set up OPEA and run an optimized RAG pipeline on Amazon EC2 or Amazon EKS and Amazon RDS or OpenSearch with Xeon. Join us to help shape the future of AI. This presentation is brought to you by Intel, an AWS Partner."
AWS re:Invent 2024 - Reinventing the wealth management journey with WMX powered by gen AI (MAM207),Z4k2b1w5hsQ,"Join Publicis Sapient to explore WMX, the enterprise-ready accelerator for wealth management solutions. WMX offers a generative AI–first approach to empower advisors and increase lead conversion, productivity, and efficiency. Learn how the WMX AI assistant Wilma helps advisors focus on client relationships through improved lead engagement and market research insights. Discover how WMX transforms large amounts of documentation and client data, along with past behavior, to enhance advisors' ability to drive actionable insights. Also learn how Wilma can summarize key points, create an email for the advisor to edit and send at their discretion, and save a note into third-party integrated systems. This presentation is brought to you by Publicis Sapient, an AWS Partner."
AWS re:Invent 2024 - Unlocking the potential of edge AI: Innovations and best practices (IOT101),Kp22goq4c4o,"Edge AI is revolutionizing industries by moving AI processing from the cloud to where data is generated, enabling real-time decisions, reducing latency, and enhancing data privacy. The lightning talk explores the benefits and challenges of deploying AI models at the edge, with insights from real-world use cases across IoT, PC, automotive, XR, and mobile verticals. Discover Qualcomm’s developer-first approach, latest advancements, and future roadmap. Join us to understand why edge AI is a game-changer and what’s next in this rapidly evolving field. This presentation is brought to you by Qualcomm Technologies, Inc., an AWS Partner."
AWS re:Invent 2024 - AI-managed telecom ecosystem: Closer than ever (TLC205),aghlPPPtp2E,"In this lightning talk, discover how Amdocs transformed their SaaS platforms’ development and delivery processes by adopting serverless, AI-powered solutions on AWS. With AI models integrated into their development pipeline, Amdocs streamlined activities such as code generation, testing, and automation, enhanced overall productivity, and reduced manual efforts. Learn how leveraging services like Amazon Bedrock helps Amdocs' deployment teams transform from fixed codebase and complex implementation processes to a generative AI–based tenants creation and customer customization using natural language and simplified experience."
